博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
四个好名字,6603472846.0,04月15日 22:50,nova 5i Pro,,,,,,#外交部召见日本驻华大使提出严正交涉#,日本一亿多人，每人一天喝十八公斤核废水很难吗？ ​
rouge的影子,3268231044.0,04月15日 21:32,微博 weibo.com,,,,1.0,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
徽州反邪教,5384801243.0,04月15日 22:50,微博视频号,,,,,@人民视频,#赵立坚嘲讽美国对核废水身体很诚实#】15日，外交部发言人赵立坚表示，日本一些政客费尽心思，想要证明核废水清白，那就请他们把核废水用来饮用、做饭、洗衣服或者灌溉，请他们保证海产品不会被核废水污染。#赵立坚说别以为得到美国感谢就吃了定心丸#,【美国身体很诚实，一边点赞，一边禁止日本大米、鱼类等产品进口。对美国这种政策，不知日本方面作何解释？（人民日报记者范敬宜）@人民视频 L人民视频的微博视频 收起全文d
Bency_颖丫,2292975144.0,04月15日 22:50,小米8 SE,,,,,,-,苍天有眼，把本子沉了吧精日麻烦先给自己灌一方核废水再说话 ​
三把菜刀,1867857422.0,04月15日 22:49,HUAWEI Mate 30 Pro,,,,1.0,,#赵立坚请日本政客用核废水做饭洗衣#,好建议。 ​
Yuzu苏打,6095207059.0,04月14日 21:40,微博 weibo.com,,,,1.0,,#西方媒体这一次却沉默了# 美国等西方发达国家向大海倾倒核废料，早已有漫长的历史。此次，#日本政府正式决定福岛核废水排海# 不过是对其有样学样。日本和美国等西方发达国家本质上是一丘之貉，西方此举，完全是对人不对事的双标做派。#外交部召见日本驻华大使提出严正交涉# #日本70年前排废致水俣病灾害持续存在#,【海洋在怒吼——发达国家核废料排海的历史】 O海洋在怒吼——发达国家核废料排海的历史 收起全文d
沟通无限2199688545,2199688545.0,04月15日 22:49,iPhone客户端,,,,,,-,商务部回应日本单方面决定排放核废水O网页链接 ​
明明就雨连天,5614060009.0,04月15日 19:15,微博视频号,,,,,,#外交部回应日本催中国实现碳中和#：请以责人之心责己】#赵立坚一句古语回击日方#,【 14日，日本环境大臣呼吁中国提前实现2060年碳中和承诺。赵立坚：建议日方以责人之心责己。反观日本，气候变化《京都议定书》以日本京都冠名，日本却拒绝接受议定书第二承诺期，拒绝为全球减排作出应有贡献。日本作为发达国家，碳达峰时间远早于中国，却在中国之后才宣布碳中和承诺。既然说到排放，日本不是常把国际责任挂在嘴边吗，现在是以实际行动加以体现的时候了。我劝日方先管好自己的事，尽快回应国际社会严重关切，以负责任的态度处理好福岛核废水问题。L央视新闻的微博视频 收起全文d
徽州反邪教,5384801243.0,04月15日 22:49,微博视频号,,,,,@环球资讯,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）@环球资讯 L环球资讯的微博视频 收起全文d
南京晨报,2188202475.0,04月15日 22:49,微博 weibo.com,,1.0,,1.0,,-,【外交部部长助理吴江浩就日方作出福岛核废水排海决定提出严正交涉】2021年4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。by新华社 收起全文d
今日正言,7511343266.0,04月15日 22:49,微博 weibo.com,,,,1.0,,#正言焦點#,【】麻生太郎竟稱福島核廢水喝了沒事  趙立堅回應：請他喝了再說曾多次失言的日本副首相麻生太郎周二向記者表示，經處理後的核廢水飲用也沒問題。麻生太郎表示：「我聴說飲用這些水沒有問題，其實我們一早就可以這樣做(排放核廢水)，無論如何我們都已決定了。」外交部發言人趙立堅昨日在例行記者會上回應稱：「海洋不是日本的垃圾桶，太平洋也不是日本的下水道，日方處理核廢水不應讓全世界買單。至於你提到的日本個別官員稱，這些水喝了也沒事，那請他喝了再說。」 收起全文d
本元禅师,6228689857.0,04月15日 22:49,HUAWEI Mate 20,,2.0,1.0,8.0,,-,中韩于己于人，都要坚决反对日本向海里排放核污染废水。最好也要拉俄罗斯进来，争取在联合国大会谴责，日本如此作为是不负责任的反人类罪行！ ​
正胜1949,1238575472.0,04月15日 22:49,哔哩哔哩,,,1.0,,,#哔哩哔哩动画#,给我一杯核废水，福岛真是见了鬼【沙雕观察SP01】 O给我一杯核废水，福岛真是见了鬼【沙雕观察SP01】 ​
邓宝的棋士是blink,7502394644.0,01月22日 19:44,iPhone客户端,,,,,,-,她会彈小小的琴         哼甜甜的歌       健康快乐的长大👼🏻 ​
Johnny犟,2551413991.0,04月15日 22:39,HUAWEI Mate 40 Pro+,,,,1.0,,#日本核污水如何处理会更好#,朝日新闻独立计算，即使排放核废水，2022年之后，由于雨水和地下水的溢出，福岛核电站的储罐也不够用，还是要增加新储罐。所以按现在的排放方案不解决问题。基于这个结果，日本原子能机构委员也认为现有的排放方案太保守，没有科学意义，可能要调整每日排放上限。。。这个是个重磅，我们的舆论要跟进，收到这个结果，日本原子能机构委员也认为现有的排放方案太保守，没有科学意义，可能要调整（排放更多的意思） 收起全文d
摘星星鸭怎么叫,7490854244.0,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
桃子乌龙茶k,5387356686.0,04月15日 22:49,前置双摄vivo X9s,,,,,,#日本核污水入海对深圳有影响吗#,从小就听别人说我们这一代命好，上学时老师还说世界末日真的来，也不会是我们这一代要经历的。现在这情况，又是新冠又是废水，不会要见证历史吧。 ​
今天子玥捡垃圾了吗,5759043116.0,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
京城张宝,1008746521.0,04月15日 22:49,荣耀30 5G,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
板刷在篱笆的马甲,2857811674.0,04月15日 16:23,微博视频号,,1.0,,,,#外交部回应日本催中国实现碳中和#：请以责人之心责己】14日，日本环境大臣呼吁中国提前实现2060年碳中和承诺。赵立坚：建议日方以责人之心责己。反观日本，气候变化《京都议定书》以日本京都冠名，日本却拒绝接受议定书第二承诺期，拒绝为全球减排作出应有贡献。日本作为发达国家，碳达峰时间远早于中国，却在中国之后才宣布碳中和承诺。既然说到排放，#日本不是常把国际责任挂在嘴边吗#,【，现在是以实际行动加以体现的时候了。我劝日方先管好自己的事，尽快回应国际社会严重关切，以负责任的态度处理好福岛核废水问题。（总台央视记者申杨 孔禄渊）L央视新闻的微博视频 收起全文d
诚信广东,2138456601.0,04月15日 22:48,微博视频号,,,,,,#诚信，我们的核心价值观#,【赵立坚说美国身体很诚实“边点赞边禁止”！】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。赵立坚说美国身体很诚实边点赞边禁止日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？ L诚信广东的微博视频 收起全文d
淡定的小妞耶,2742621917.0,04月15日 22:48,iPhone客户端,,,,,,-,日本政府正式决定将核废水排入大海。此前有研究表示：57天内将污染半个太平洋>>L日本政府正式决定将核废水排入大海。此前有研究表示：57天内将污染半个太平洋日本政府正式决定将核废水排入大海。此前有研究表示：57天内将污染半个太平洋 ​
小菠萝Slience,5422442232.0,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
enbytudfuin,1684430384.0,04月15日 22:38,Mac客户端,,,,,,-,补后续 ​
维兹S-要好运,1785707570.0,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
五氧化二磷-五价磷,5635594034.0,04月15日 22:48,Redmi Note 8 Pro四摄,,,,9.0,,#赵立坚请日本政客用核废水做饭洗衣#,很难不支持，而且建议日本推出日本本国限定核废水作为国民饮用水，以证清白 ​
毛居和大毛佳,1936271385.0,04月14日 19:41,微博 weibo.com,,,,,,#学科大挑战# #冲刺吧高考生#,日本核废水将排入大海，涵盖了哪些高考知识点？这篇文章帮你整理好了，高考生建议收藏慢慢看！ ​
科技眺望,7521949437.0,04月14日 20:44,微博国际版,,6.0,5.0,6.0,,-,中韩指责日本排放核废水，日本产经新闻今天拿出各国排放核废水的含氚量，正常运转时日本福岛核电站每月排放18兆贝克勒尔，远远低于列表中各国氚排放量。但是这些国家是成年累月不停排放，释放总量远远超过日本一次性排放核废水中的含氚量。法国核电站每月含氚核废水更高达1.3778京。（1京等于1万兆），日本媒体问他们的环境有什么变化吗？ 收起全文d
終南山玉柱洞雲中子,6091719281.0,04月15日 22:47,nova7SE 5G你在焦点在,,,,,,-,『日本排放核废水，我们还能吃海鲜吗？』O日本排放核废水，我们还能吃海鲜吗？ ​
辉派作手,5386403314.0,04月15日 21:39,微博 weibo.com,,,,,,#外交部就日核废水排海决定提出严正交涉#,【外交部部长助理召见日本驻华大使 就核废水排放提出严正交涉】财联社4月15日讯，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
今天的m酱也感到了世界的愕意,3164462124.0,04月15日 22:47,iPhone,,,,,,-,最近考虑干件事儿，意味着两三年内的节假日无休，还没跟任何人说起。不过有跟妈讨论说核废水这么一排是不是也不用费劲挣旅行基金了。 ​
徽州反邪教,5384801243.0,04月15日 22:47,vivo X50 Pro专业影像,,,,,,#商务部回应日本处置核废水#,【：密切跟踪事态发展，保障中国消费者安全】商务部新闻发言人高峰15日表示，日本政府不顾国内外质疑和反对，在未穷尽安全处置手段的情况下，未与周边国家和国际社会充分协商，单方面作出以排海方式处置福岛核电站核废水的决定，已经引起国际社会、特别是周边国家和民众的高度关注。中方对此严重关切。中方将密切跟踪事态发展，认真评估可能会对相关食品及农水产品安全和贸易造成的严重威胁，保障中国消费者的安全。（央视） 收起全文d
常哈哈常哈哈哈,2403913763.0,04月15日 22:47,iPhone XS,,,,2.0,,-,多吃几顿海鲜三文鱼吧，等SB小日本核废水一排放，基本就得告别海鲜了 ​
长安铜陵,7206379042.0,04月15日 17:46,微博视频号,,1.0,,1.0,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
霬军,5628355828.0,04月15日 22:47,小米6 拍人更美,,,,,,#日本70年前排废致水俣病灾害持续存在#,几万人，虚假报道几千，还不承认自己的错误，还要继续排放核废水，官员还是核废水没事，真有意思，难道是要以毒攻毒？ ​
屈景,2214335263.0,04月15日 21:32,微博 weibo.com,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
文鋒而來一影音E時代,2298800112.0,04月15日 22:47,微博 weibo.com,,,1.0,1.0,@文鋒而來一影音E時代】,#新潮民#★第2021-04-15期（大眼&格仔&艾力&郭政彤）】港毒份子与父母不和闹装修自家，日本把有污染的核废水排进海里！【★#中美争霸#,【★★第2021-04-15期（何志光）】日本即将要把核污水倒进大海，日本奥运会否全球各国抵制？【分享说明：录制视频和分享发布不容易，每天不间断更新港台时政节目，欢迎支持和打赏博主辛苦的奉献！@文鋒而來一影音E時代】 O【粤语中字】《新潮民+中美争霸》2021-04-15期 收起全文d
如影如露亦如电00,1816390214.0,04月15日 22:47,nova4自拍极点全面屏,,,,,,-,原来以为对海洋生物吃吃喝喝丢点塑料垃圾已经是很恶劣的了，没想到有生之年还有倒核废水这种恶贯满盈的行为 ​
安徽广播电视台,3170247223.0,04月15日 22:47,微博视频号,,,,,,#拒绝日本海鲜#！#韩国商超集体拉黑日本海鲜#,【】在日本正式宣布从2023年起将核废水排入大海之后，韩国民众对于日本海鲜产品的排斥情绪立即高涨起来。一些销售水产品的老商户表示，每当出现与日本核废水相关的新闻报道，很多顾客就会立刻拒绝购买日本水产品。韩国的大型超市和百货店等零售商则表示，他们从2011年开始就不再销售日本出产的海鲜产品，今后也没有计划去改变。有的超市还贴出了告示，强调超市里没有日本海鲜。 L央视网的微博视频 收起全文d
全球资讯分享,6852877829.0,04月15日 22:47,钱辉_医学美容超话,,,,1.0,,#赵立坚请日本政客用核废水做饭洗衣# 日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？ L全球资讯分享的微博视频 收起全文d
云天远行遥望,5024489723.0,04月15日 22:46,新浪财经Android版,,,2.0,2.0,@新浪财经,-,【今天会上，中韩决定保持密切沟通】 来源：环球网中韩对日本决定将福岛核废水排海表示强烈不满在4月... O今天会上，中韩决定保持密切沟通 @新浪财经 ​
HOT_JOE_BEBOP,1673830643.0,04月15日 22:42,iPhone客户端,,,,,,-,🌎 ​
中年爷们,1731403190.0,04月15日 16:23,微博视频号,,,,1.0,,#外交部回应日本催中国实现碳中和#：请以责人之心责己】14日，日本环境大臣呼吁中国提前实现2060年碳中和承诺。赵立坚：建议日方以责人之心责己。反观日本，气候变化《京都议定书》以日本京都冠名，日本却拒绝接受议定书第二承诺期，拒绝为全球减排作出应有贡献。日本作为发达国家，碳达峰时间远早于中国，却在中国之后才宣布碳中和承诺。既然说到排放，#日本不是常把国际责任挂在嘴边吗#,【，现在是以实际行动加以体现的时候了。我劝日方先管好自己的事，尽快回应国际社会严重关切，以负责任的态度处理好福岛核废水问题。（总台央视记者申杨 孔禄渊）L央视新闻的微博视频 收起全文d
双流文旅体,2872918984.0,04月15日 22:46,iPhone客户端,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（央视新闻）L环球资讯的微博视频 收起全文d
物种起源之我是什么,2960676365.0,04月15日 22:46,iPhone客户端,,,,1.0,@外卖内幕揭秘君：“倭子国，最是反复无常之国。其人，甚卑贱，不知世上有恩谊，只一味慑于武威，故尔，不得对其有稍许好颜色”,#日本政府正式决定福岛核废水排海#, @外卖内幕揭秘君：“倭子国，最是反复无常之国。其人，甚卑贱，不知世上有恩谊，只一味慑于武威，故尔，不得对其有稍许好颜色” ——康熙 ​
一个斤斤突然出现,6248697222.0,04月15日 22:46,华为Mate30E Pro 5G,,,,,,-,日本现在是不是就是死猪不怕开水烫？就等着别的国家集资给它处理一下核废水？然后自己一分钱也不花？别的国家不给钱就等着一起完蛋？ ​
从心就是怂S,6604741783.0,04月15日 22:46,iPhone客户端,,,,1.0,,#赵立坚请日本政客用核废水做饭洗衣#,没毛病 ​
_机智的大狸子,3213055852.0,04月14日 22:19,搞笑视频超话,,,,,,#春日出道计划#,以我的人格担保，这粪水真的没问题 我叫孙火旺 搞笑视频 L我叫孙火旺的微博视频 ​
沟通无限2199688545,2199688545.0,04月15日 22:46,iPhone客户端,,,,,,-,日方决定福岛核废水排海，外交部召见日驻华大使提出严正交涉O网页链接 ​
酒曦曦0822曦水言,6006624151.0,04月15日 22:46,iPhone客户端,,,,,,#外交部回应日本催中国实现碳中和#,请日本先喝核废水为敬！ ​
不抢遥控器,7287721193.0,04月15日 19:40,iPhone 12 Pro Max,,,,,,#核废水将入海 周边国家该不该向日本索赔#, 4月13日，日本政府决定以海洋排放方式处置福岛核电站事故核废水。这一决定罔顾核废水入海对海洋环境和人类健康的潜在危害，引发日本国内外强烈质疑。有观点认为，周边国家应向日本索赔，你怎么看？还等什么赶快点击投票并移步评论区参与话题互动吧！O网页链接 收起全文d
胶州交警三中队3,7406265768.0,04月14日 08:51,微博视频号,,,,,,#福岛核废水57天可废掉半个太平洋#】#日本核废水入海危害有多大#？一家来自德国的研究机构计算结果显示，从排放日起，57天内放射性物质就将扩散至太平洋大半区域，3年后美国和加拿大就将遭核污染影响。同时，核废水对海洋环境、渔业资源、食品安全和人类健康将产生重大影响。 #福岛核废水放射性同位素可在人体积累##多方表态反对日本核废水入海#,【研究机构计算结果显示， L环球资讯的微博视频 收起全文d
五色米-阿仰,3108565907.0,04月15日 22:45,哔哩哔哩,,,,,,#哔哩哔哩动画#,看了以后更生气了，日本这种国家真有存在必要吗？暴力一把干掉行吗？【逸语道破】核废水入海危及全球，还有人给日本政府做“文宣”？ O【逸语道破】核废水入海危及全球，还有人给日本政府做“文宣”？ ​
春天来了2021,7499671274.0,04月15日 22:45,财联社实时新闻,,,,,,-,财联社电报 - 快速 准确 权威 专业 21:36 【外交部部长助理召见日本驻华大使 就核废水排放提出严正交涉】财联社4月15日讯，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。(来自财联社APP) 收起全文d
紫金山上听风吟,2812129277.0,04月15日 22:45,微博视频号,,1.0,2.0,5.0,,#日本核废水入海对中国有何影响#,？ 专家：最大影响在几年后L看看新闻KNEWS的秒拍视频 ​
转身的距离159,1471304645.0,04月15日 22:45,OPPO R15 梦镜版,,,3.0,2.0,,-,周四，14～22度，阴周二感冒，赶紧吃药，今天总算好一些了，小小撸铁一下日本排核废水 这几天太热了！ ​
马刚专用Blog,7334394786.0,04月15日 22:00,HUAWEI Mate 40 Pro,,,,1.0,,-,【中国外交部部长助理召见日本驻华大使，就核废水排放提出严正交涉】外交部部长助理吴江浩当天召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。        吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。        吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
小韩老师_是个仓鼠饲养员,2724158605.0,04月15日 22:45,HUAWEI P40 Pro 5G,,,8.0,9.0,,-,为什么来吃日料呢？因为等福岛核废水进入太平洋可能就不敢吃了一酒一坐一陶然，祝周游兄生日快乐！ ​
郭灿深情,1595337824.0,04月15日 10:21,iPhone客户端,,,,,,-,今天，我以一个中国公民个人的名义强烈声明：坚决反对日本政府向大海倾倒福岛核污染废水的排放处理决定，特此呼吁国际社会深切关注阻止该事件的发生，同时也呼吁中国同胞团结起来，万众一心，共同维护我们的地球家园免受福岛核灾害的影响…… ​
娱乐圈榜单,7086074425.0,04月15日 22:45,微博视频号,,1.0,,4.0,,#赵立坚：请日本政客用核废水做饭#外交部：海洋不是日本的垃圾桶，太平洋也不是日本的下水道！#今日热门#, L娱乐圈榜单的微博视频 ​
周泽网友,6462964975.0,04月15日 22:45,微博视频号,,,,1.0,,#日本政府正式决定福岛核废水排海# #日本副首相称喝处理核废水没事#,爱 好 核 平 L周泽网友的微博视频 ​
小小青年爱吃草,5578270928.0,04月15日 22:44,哔哩哔哩移动客户端,,,,,,#bilibili# O中国男团偶像提议应由中国处理核废水上推特热搜被日本人群嘲【零酱的杂谈吐槽第975648期】 (哔哩哔哩客户端下载 O网页链接)  脑瘫孩子 哈哈哈哈哈哈 #任豪##任豪 外网##任豪回应#,中国男团偶像提议应由中国处理核废水上推特热搜被日本人群嘲【零酱的杂谈吐槽第975648期】 UP主: 魔能肥宅零酱 ​
何必虚掷惊和慌,1774061021.0,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
九兵卫Ciel,1885536753.0,04月14日 21:40,微博 weibo.com,,,,,,#西方媒体这一次却沉默了# 美国等西方发达国家向大海倾倒核废料，早已有漫长的历史。此次，#日本政府正式决定福岛核废水排海# 不过是对其有样学样。日本和美国等西方发达国家本质上是一丘之貉，西方此举，完全是对人不对事的双标做派。#外交部召见日本驻华大使提出严正交涉# #日本70年前排废致水俣病灾害持续存在#,【海洋在怒吼——发达国家核废料排海的历史】 O海洋在怒吼——发达国家核废料排海的历史 收起全文d
chuck_unicorn,1145702927.0,04月15日 22:44,微博问答,,,,,@褚明宇,-,我围观了@褚明宇 的回答，该问题价值2198.00元，围观仅1元，快来一起围观~ O微博问答 ​
永徽,1283103583.0,04月14日 21:40,微博 weibo.com,,,,,,#西方媒体这一次却沉默了# 美国等西方发达国家向大海倾倒核废料，早已有漫长的历史。此次，#日本政府正式决定福岛核废水排海# 不过是对其有样学样。日本和美国等西方发达国家本质上是一丘之貉，西方此举，完全是对人不对事的双标做派。#外交部召见日本驻华大使提出严正交涉# #日本70年前排废致水俣病灾害持续存在#,【海洋在怒吼——发达国家核废料排海的历史】 O海洋在怒吼——发达国家核废料排海的历史 收起全文d
